baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,gene_symbol,chr,DE_comparison
190.31,-1.07,0.35,-3.03,0.00246,0.02733,ENSG00000118242,MREG,2,Bmet_Bpri
209.5,1.22,0.39,3.12,0.00181,0.02151,ENSG00000118257,NRP2,2,Bmet_Bpri
136.47,1.61,0.41,3.95,8e-05,0.00177,ENSG00000118733,OLFM3,1,Bmet_Bpri
22.85,2.07,0.94,2.2,0.02774,0.14396,ENSG00000118946,PCDH17,13,Bmet_Bpri
143.77,1.44,0.43,3.37,0.00075,0.01083,ENSG00000118971,CCND2,12,Bmet_Bpri
1027.25,1.49,0.29,5.15,0,1e-05,ENSG00000118972,FGF23,12,Bmet_Bpri
1157.03,1.19,0.26,4.52,1e-05,0.00021,ENSG00000119681,LTBP2,14,Bmet_Bpri
541.68,1.74,0.36,4.82,0,6e-05,ENSG00000119699,TGFB3,14,Bmet_Bpri
41.3,1.55,0.71,2.18,0.02901,0.14832,ENSG00000119771,KLHL29,2,Bmet_Bpri
26.92,5.02,1.31,3.83,0.00013,0.00258,ENSG00000120057,SFRP5,10,Bmet_Bpri
132.03,1.56,0.49,3.19,0.00143,0.01798,ENSG00000120068,HOXB8,17,Bmet_Bpri
95.04,2.09,0.56,3.73,0.00019,0.00361,ENSG00000120156,TEK,9,Bmet_Bpri
162.51,-1.03,0.38,-2.72,0.0066,0.05519,ENSG00000120289,MAGEB4,X,Bmet_Bpri
100.75,-1.93,0.55,-3.52,0.00044,0.00705,ENSG00000120322,PCDHB8,5,Bmet_Bpri
175.74,1.19,0.37,3.17,0.00152,0.01888,ENSG00000120457,KCNJ5,11,Bmet_Bpri
226.31,3.78,0.35,10.75,0,0,ENSG00000120729,MYOT,5,Bmet_Bpri
1048.57,-1.05,0.31,-3.42,0.00063,0.00944,ENSG00000120733,KDM3B,5,Bmet_Bpri
107.54,1.19,0.47,2.51,0.01204,0.08266,ENSG00000120833,SOCS2,12,Bmet_Bpri
3782.91,-1.04,0.19,-5.52,0,0,ENSG00000120992,LYPLA1,8,Bmet_Bpri
2441.12,-1.32,0.19,-7.02,0,0,ENSG00000121039,RDH10,8,Bmet_Bpri
46.66,1.49,0.65,2.29,0.02227,0.12466,ENSG00000121068,TBX2,17,Bmet_Bpri
39.91,-1.46,0.7,-2.09,0.03644,0.17136,ENSG00000121361,KCNJ8,12,Bmet_Bpri
283.47,-1.3,0.3,-4.37,1e-05,0.00038,ENSG00000121552,CSTA,3,Bmet_Bpri
240.52,1.01,0.39,2.61,0.00913,0.06868,ENSG00000121653,MAPK8IP1,11,Bmet_Bpri
319.68,2.14,0.31,6.93,0,0,ENSG00000121898,CPXM2,10,Bmet_Bpri
7.1,3.23,1.65,1.96,0.04988,,ENSG00000122136,OBP2A,9,Bmet_Bpri
428.91,2.26,0.27,8.51,0,0,ENSG00000122176,FMOD,1,Bmet_Bpri
55.12,4.19,0.79,5.28,0,1e-05,ENSG00000122180,MYOG,1,Bmet_Bpri
475.29,4.34,0.44,9.76,0,0,ENSG00000122367,LDB3,10,Bmet_Bpri
24.45,2.06,0.98,2.11,0.03511,0.16734,ENSG00000122592,HOXA7,7,Bmet_Bpri
1262.49,1.21,0.29,4.21,3e-05,7e-04,ENSG00000122641,INHBA,7,Bmet_Bpri
550.26,-1,0.32,-3.1,0.00192,0.02252,ENSG00000122778,KIAA1549,7,Bmet_Bpri
50.25,1.44,0.61,2.36,0.01819,0.10905,ENSG00000122986,HVCN1,12,Bmet_Bpri
262.72,1.44,0.37,3.9,9e-05,0.00204,ENSG00000123095,BHLHE41,12,Bmet_Bpri
411.13,-1.42,0.34,-4.22,2e-05,0.00067,ENSG00000123552,USP45,6,Bmet_Bpri
544.8,-1.08,0.25,-4.28,2e-05,0.00054,ENSG00000123700,KCNJ2,17,Bmet_Bpri
507,-1.22,0.26,-4.71,0,1e-04,ENSG00000123843,C4BPB,1,Bmet_Bpri
384.58,-1.18,0.35,-3.41,0.00066,0.00978,ENSG00000124102,PI3,20,Bmet_Bpri
8849.93,1.03,0.18,5.87,0,0,ENSG00000124225,PMEPA1,20,Bmet_Bpri
6.22,-6.76,2.32,-2.92,0.00354,,ENSG00000124251,TP53TG5,20,Bmet_Bpri
58.48,1.7,0.61,2.8,0.00508,0.04612,ENSG00000124253,PCK1,20,Bmet_Bpri
149.77,-1.64,0.42,-3.93,9e-05,0.00191,ENSG00000124343,XG,X,Bmet_Bpri
37.4,1.99,0.71,2.8,0.00516,0.04661,ENSG00000124490,CRISP2,6,Bmet_Bpri
190.55,-1.96,0.6,-3.25,0.00117,0.01538,ENSG00000124491,F13A1,6,Bmet_Bpri
56183.16,-1.03,0.17,-5.91,0,0,ENSG00000124614,RPS10,6,Bmet_Bpri
1637.09,1.91,0.25,7.7,0,0,ENSG00000124664,SPDEF,6,Bmet_Bpri
406.45,5.63,0.37,15.3,0,0,ENSG00000124701,APOBEC2,6,Bmet_Bpri
191.13,1.12,0.34,3.28,0.00103,0.01382,ENSG00000125089,SH3TC1,4,Bmet_Bpri
109.57,2.45,0.68,3.61,0.00031,0.00531,ENSG00000125144,MT1G,16,Bmet_Bpri
36.92,2.62,0.8,3.27,0.00108,0.01435,ENSG00000125378,BMP4,14,Bmet_Bpri
2391.92,9.81,2.28,4.3,2e-05,5e-04,ENSG00000125414,MYH2,17,Bmet_Bpri
1527.82,1.13,0.2,5.54,0,0,ENSG00000125744,RTN2,19,Bmet_Bpri
6.32,-4.27,2.13,-2,0.04538,,ENSG00000125954,CHURC1-FNTB,14,Bmet_Bpri
82.62,1.75,0.6,2.9,0.00374,0.03709,ENSG00000125968,ID1,20,Bmet_Bpri
643.57,-1.46,0.31,-4.66,0,0.00012,ENSG00000126709,IFI6,1,Bmet_Bpri
54.42,1.29,0.59,2.2,0.02809,0.14531,ENSG00000126733,DACH2,X,Bmet_Bpri
599.08,1.06,0.25,4.23,2e-05,0.00065,ENSG00000126778,SIX1,14,Bmet_Bpri
1574.64,-1.06,0.27,-3.95,8e-05,0.00175,ENSG00000127481,UBR4,1,Bmet_Bpri
55.93,-1.66,0.68,-2.43,0.01515,0.09641,ENSG00000127507,ADGRE2,19,Bmet_Bpri
121.09,1.66,0.5,3.35,0.00082,0.01159,ENSG00000127561,SYNGR3,16,Bmet_Bpri
345.05,1.52,0.41,3.72,2e-04,0.0037,ENSG00000127585,FBXL16,16,Bmet_Bpri
4414,1.14,0.17,6.67,0,0,ENSG00000127824,TUBA4A,2,Bmet_Bpri
87.13,3.31,0.53,6.24,0,0,ENSG00000127831,VIL1,2,Bmet_Bpri
227,-1.13,0.39,-2.92,0.00351,0.03549,ENSG00000128271,ADORA2A,22,Bmet_Bpri
649.6,3.98,0.41,9.61,0,0,ENSG00000128591,FLNC,7,Bmet_Bpri
8211.15,-1.15,0.23,-4.99,0,3e-05,ENSG00000128595,CALU,7,Bmet_Bpri
23.38,2.49,0.94,2.66,0.00776,0.06179,ENSG00000128596,CCDC136,7,Bmet_Bpri
605.54,-1.54,0.27,-5.75,0,0,ENSG00000128641,MYO1B,2,Bmet_Bpri
778.32,-1.5,0.22,-6.81,0,0,ENSG00000128915,ICE2,15,Bmet_Bpri
56.73,1.46,0.62,2.35,0.01892,0.11194,ENSG00000128917,DLL4,15,Bmet_Bpri
142.95,3.74,0.65,5.8,0,0,ENSG00000128918,ALDH1A2,15,Bmet_Bpri
3739.62,1.29,0.26,4.87,0,5e-05,ENSG00000129038,LOXL1,15,Bmet_Bpri
32.32,4.2,0.99,4.24,2e-05,0.00063,ENSG00000129152,MYOD1,11,Bmet_Bpri
487.01,7.49,1.45,5.18,0,1e-05,ENSG00000129170,CSRP3,11,Bmet_Bpri
77,1.34,0.62,2.17,0.03026,0.15207,ENSG00000129467,ADCY4,14,Bmet_Bpri
277.47,-1.02,0.35,-2.87,0.00413,0.0397,ENSG00000129521,EGLN3,14,Bmet_Bpri
229.97,1.01,0.33,3.06,0.00219,0.02509,ENSG00000129675,ARHGEF6,X,Bmet_Bpri
99.07,1.06,0.5,2.11,0.03456,0.16578,ENSG00000129749,CHRNA10,11,Bmet_Bpri
210.29,1.11,0.33,3.37,0.00075,0.01082,ENSG00000130032,PRRG3,X,Bmet_Bpri
87.15,1.01,0.51,1.98,0.04755,0.20144,ENSG00000130038,CRACR2A,12,Bmet_Bpri
586.85,-1.37,0.36,-3.85,0.00012,0.00239,ENSG00000130158,DOCK6,19,Bmet_Bpri
3.76,5.9,2.74,2.16,0.031,,ENSG00000130283,GDF1,19,Bmet_Bpri
67.17,-1.25,0.56,-2.25,0.02446,0.13302,ENSG00000130383,FUT5,19,Bmet_Bpri
11.32,4.38,1.48,2.95,0.00315,,ENSG00000130433,CACNG6,19,Bmet_Bpri
336.84,1.52,0.32,4.76,0,8e-05,ENSG00000130528,HRC,19,Bmet_Bpri
174.41,1.03,0.44,2.34,0.0191,0.11255,ENSG00000130558,OLFM1,9,Bmet_Bpri
3630.32,9.11,2.63,3.47,0.00052,0.00811,ENSG00000130595,TNNT3,11,Bmet_Bpri
2634.98,8.12,0.37,21.82,0,0,ENSG00000130598,TNNI2,11,Bmet_Bpri
1529.06,1.84,0.28,6.5,0,0,ENSG00000130635,COL5A1,9,Bmet_Bpri
125.99,1.05,0.41,2.57,0.01011,0.07377,ENSG00000130649,CYP2E1,10,Bmet_Bpri
210.95,1.12,0.33,3.38,0.00072,0.01056,ENSG00000130675,MNX1,7,Bmet_Bpri
597.42,-1.33,0.28,-4.74,0,9e-05,ENSG00000130720,FIBCD1,9,Bmet_Bpri
59.31,1.19,0.61,1.96,0.04989,0.20737,ENSG00000131016,AKAP12,6,Bmet_Bpri
302.08,1.16,0.36,3.22,0.00127,0.0163,ENSG00000131069,ACSS2,20,Bmet_Bpri
13.29,2.61,1.21,2.16,0.03042,,ENSG00000131094,C1QL1,17,Bmet_Bpri
94.92,-2.14,0.48,-4.45,1e-05,0.00028,ENSG00000131242,RAB11FIP4,17,Bmet_Bpri
23507.79,-1.14,0.17,-6.79,0,0,ENSG00000131469,RPL27,17,Bmet_Bpri
244.96,1.45,0.39,3.71,0.00021,0.00385,ENSG00000131477,RAMP2,17,Bmet_Bpri
1540.7,-1.6,0.24,-6.68,0,0,ENSG00000131558,EXOC4,7,Bmet_Bpri
2250.88,1.39,0.22,6.25,0,0,ENSG00000131711,MAP1B,5,Bmet_Bpri
115.07,4.67,0.55,8.52,0,0,ENSG00000131730,CKMT2,5,Bmet_Bpri
46.76,1.68,0.64,2.62,0.00891,0.06754,ENSG00000131831,RAI2,X,Bmet_Bpri
214.25,-1.07,0.39,-2.79,0.00533,0.04774,ENSG00000132141,CCT6B,17,Bmet_Bpri
1901.95,-1,0.23,-4.38,1e-05,0.00037,ENSG00000132274,TRIM22,11,Bmet_Bpri
110.51,1.88,0.49,3.87,0.00011,0.0023,ENSG00000132321,IQCA1,2,Bmet_Bpri
281.24,-1.21,0.38,-3.21,0.00133,0.01694,ENSG00000132326,PER2,2,Bmet_Bpri
42.26,2.33,0.8,2.89,0.00383,0.03763,ENSG00000132429,POPDC3,6,Bmet_Bpri
122.28,24.29,4.79,5.08,0,2e-05,ENSG00000132639,SNAP25,20,Bmet_Bpri
128.61,3.26,0.44,7.47,0,0,ENSG00000132681,ATP1A4,1,Bmet_Bpri
150.21,1.43,0.41,3.48,5e-04,0.00788,ENSG00000132718,SYT11,1,Bmet_Bpri
6.11,6.61,2.84,2.33,0.01993,,ENSG00000132872,SYT4,18,Bmet_Bpri
1024.3,9.45,1.18,8,0,0,ENSG00000133020,MYH8,17,Bmet_Bpri
272.21,4.77,1.29,3.7,0.00022,0.00404,ENSG00000133055,MYBPH,1,Bmet_Bpri
407.46,-1.12,0.27,-4.2,3e-05,0.00073,ENSG00000133107,TRPC4,13,Bmet_Bpri
2070.67,1.43,0.24,5.95,0,0,ENSG00000133110,POSTN,13,Bmet_Bpri
98.69,1.45,0.5,2.92,0.00356,0.03568,ENSG00000133121,STARD13,13,Bmet_Bpri
1666.18,1.1,0.19,5.7,0,0,ENSG00000133315,MACROD1,11,Bmet_Bpri
358.73,1.26,0.35,3.61,0.00031,0.00531,ENSG00000133392,MYH11,16,Bmet_Bpri
9.85,7.3,2.02,3.61,3e-04,,ENSG00000133454,MYO18B,22,Bmet_Bpri
20.86,4.3,1.1,3.9,1e-04,0.00209,ENSG00000133878,DUSP26,8,Bmet_Bpri
57.78,-1.31,0.58,-2.28,0.02271,0.12623,ENSG00000134061,CD180,5,Bmet_Bpri
68,1.71,0.7,2.45,0.01437,0.09318,ENSG00000134184,GSTM1,1,Bmet_Bpri
102.35,1.64,0.52,3.14,0.00172,0.0208,ENSG00000134201,GSTM5,1,Bmet_Bpri
126.86,-1.77,0.5,-3.55,0.00038,0.00628,ENSG00000134339,SAA2,11,Bmet_Bpri
311.61,1.19,0.37,3.18,0.00146,0.01823,ENSG00000134363,FST,5,Bmet_Bpri
63172.03,-1.04,0.17,-5.95,0,0,ENSG00000134419,RPS15A,16,Bmet_Bpri
28.5,1.96,0.83,2.36,0.0181,0.10885,ENSG00000134817,APLNR,11,Bmet_Bpri
126.76,-2.7,0.42,-6.45,0,0,ENSG00000134827,TCN1,11,Bmet_Bpri
1282.8,1.34,0.26,5.13,0,2e-05,ENSG00000134871,COL4A2,13,Bmet_Bpri
2573.24,-1.16,0.2,-5.85,0,0,ENSG00000135069,PSAT1,9,Bmet_Bpri
748.72,1.23,0.24,5.19,0,1e-05,ENSG00000135144,DTX1,12,Bmet_Bpri
334.47,1.9,0.35,5.41,0,0,ENSG00000135218,CD36,7,Bmet_Bpri
5.64,6.49,2.9,2.24,0.02509,,ENSG00000135298,ADGRB3,6,Bmet_Bpri
2596.17,-1.23,0.28,-4.46,1e-05,0.00027,ENSG00000135373,EHF,11,Bmet_Bpri
51.16,5.83,1.31,4.45,1e-05,0.00028,ENSG00000135406,PRPH,12,Bmet_Bpri
323.88,2.17,0.35,6.24,0,0,ENSG00000135424,ITGA7,12,Bmet_Bpri
35.86,2.88,0.82,3.52,0.00044,0.00703,ENSG00000135447,PPP1R1A,12,Bmet_Bpri
226.99,1.13,0.35,3.26,0.00111,0.01465,ENSG00000135469,COQ10A,12,Bmet_Bpri
242.06,2.65,0.52,5.05,0,2e-05,ENSG00000135679,MDM2,12,Bmet_Bpri
18.15,8.18,1.81,4.52,1e-05,0.00022,ENSG00000135902,CHRND,2,Bmet_Bpri
1490.28,1.21,0.23,5.3,0,1e-05,ENSG00000136717,BIN1,2,Bmet_Bpri
194.63,-1.11,0.36,-3.1,0.00194,0.02278,ENSG00000136840,ST6GALNAC4,9,Bmet_Bpri
2941.53,-1.02,0.21,-4.79,0,7e-05,ENSG00000136868,SLC31A1,9,Bmet_Bpri
139.71,1.59,0.56,2.86,0.00419,0.03996,ENSG00000136999,NOV,8,Bmet_Bpri
199.23,1.29,0.42,3.06,0.00224,0.02553,ENSG00000137094,DNAJB5,9,Bmet_Bpri
73.32,1.33,0.56,2.38,0.01725,0.10493,ENSG00000137225,CAPN11,6,Bmet_Bpri
2400.37,1.23,0.23,5.28,0,1e-05,ENSG00000137267,TUBB2A,6,Bmet_Bpri
119.85,-2.19,0.5,-4.35,1e-05,0.00042,ENSG00000137273,FOXF2,6,Bmet_Bpri
272.63,1.91,0.48,4.01,6e-05,0.00145,ENSG00000137285,TUBB2B,6,Bmet_Bpri
175.82,1.26,0.43,2.92,0.00345,0.035,ENSG00000137474,MYO7A,11,Bmet_Bpri
144.69,1.54,0.51,3.02,0.00253,0.02768,ENSG00000137573,SULF1,8,Bmet_Bpri
796.52,-2.08,0.22,-9.5,0,0,ENSG00000137673,MMP7,11,Bmet_Bpri
39.96,-1.67,0.68,-2.47,0.01364,0.09029,ENSG00000137691,C11orf70,11,Bmet_Bpri
262.74,-1.08,0.45,-2.43,0.01496,0.09559,ENSG00000137802,MAPKBP1,15,Bmet_Bpri
210.79,1.45,0.41,3.52,0.00044,0.00703,ENSG00000137809,ITGA11,15,Bmet_Bpri
57.74,-1.79,0.72,-2.48,0.01297,0.08735,ENSG00000137878,GCOM1,15,Bmet_Bpri
15.81,-2.31,1.08,-2.14,0.0327,0.15976,ENSG00000137975,CLCA2,1,Bmet_Bpri
4179.4,1.32,0.22,6.01,0,0,ENSG00000138083,SIX3,2,Bmet_Bpri
216.88,6.06,0.56,10.89,0,0,ENSG00000138100,TRIM54,2,Bmet_Bpri
24.87,8.63,1.71,5.05,0,2e-05,ENSG00000138136,LBX1,10,Bmet_Bpri
571.64,-1.18,0.31,-3.83,0.00013,0.0026,ENSG00000138271,GPR87,3,Bmet_Bpri
103.67,4.19,0.63,6.63,0,0,ENSG00000138347,MYPN,10,Bmet_Bpri
69.91,1.3,0.53,2.44,0.01462,0.09431,ENSG00000138379,MSTN,2,Bmet_Bpri
3471.98,-1.26,0.19,-6.72,0,0,ENSG00000138434,SSFA2,2,Bmet_Bpri
265.19,6.6,1.46,4.51,1e-05,0.00022,ENSG00000138435,CHRNA1,2,Bmet_Bpri
208.15,1.14,0.36,3.2,0.00136,0.01722,ENSG00000138606,SHF,15,Bmet_Bpri
1908.7,2.23,0.33,6.8,0,0,ENSG00000138615,CILP,15,Bmet_Bpri
600.4,2.27,0.35,6.49,0,0,ENSG00000138623,SEMA7A,15,Bmet_Bpri
74.13,1.1,0.54,2.04,0.04157,0.18475,ENSG00000138639,ARHGAP24,4,Bmet_Bpri
56.14,-1.63,0.63,-2.57,0.01018,0.07403,ENSG00000138685,FGF2,4,Bmet_Bpri
492.78,-1.16,0.34,-3.38,0.00072,0.0105,ENSG00000138758,SEPT11,4,Bmet_Bpri
1524.14,-1.47,0.31,-4.8,0,7e-05,ENSG00000138768,USO1,4,Bmet_Bpri
126.72,1.94,0.55,3.54,0.00041,0.00667,ENSG00000138829,FBN2,5,Bmet_Bpri
12.32,-3.89,1.36,-2.85,0.00431,,ENSG00000138944,KIAA1644,22,Bmet_Bpri
108.69,-1.48,0.43,-3.43,6e-04,0.00911,ENSG00000138964,PARVG,22,Bmet_Bpri
13.98,2.91,1.23,2.37,0.01767,,ENSG00000139209,SLC38A4,12,Bmet_Bpri
243.72,-1.11,0.33,-3.35,0.00081,0.01148,ENSG00000139211,AMIGO2,12,Bmet_Bpri
655.17,-1.35,0.23,-5.77,0,0,ENSG00000139323,POC1B,12,Bmet_Bpri
1280.21,-1.24,0.21,-6.02,0,0,ENSG00000139505,MTMR6,13,Bmet_Bpri
449.32,-1.14,0.26,-4.44,1e-05,3e-04,ENSG00000139508,SLC46A3,13,Bmet_Bpri
395.07,1.26,0.3,4.2,3e-05,0.00072,ENSG00000139675,HNRNPA1L2,13,Bmet_Bpri
79.89,3.39,0.94,3.6,0.00032,0.00541,ENSG00000139970,RTN1,14,Bmet_Bpri
646.9,1.82,0.3,6.05,0,0,ENSG00000140092,FBLN5,14,Bmet_Bpri
17.84,2.5,1.02,2.44,0.01464,0.09437,ENSG00000140287,HDC,15,Bmet_Bpri
13879.13,1.9,0.28,6.82,0,0,ENSG00000140416,TPM1,15,Bmet_Bpri
833.2,1.2,0.22,5.41,0,0,ENSG00000140479,PCSK6,15,Bmet_Bpri
833.16,-1.3,0.4,-3.28,0.00104,0.014,ENSG00000140526,ABHD2,15,Bmet_Bpri
328.02,1.36,0.38,3.58,0.00034,0.0057,ENSG00000140682,TGFB1I1,16,Bmet_Bpri
1021.39,1.68,0.81,2.08,0.0375,0.17408,ENSG00000140937,CDH11,16,Bmet_Bpri
153.66,1.6,0.49,3.26,0.0011,0.01461,ENSG00000140945,CDH13,16,Bmet_Bpri
316.1,1.53,0.28,5.38,0,0,ENSG00000140986,RPL3L,16,Bmet_Bpri
150.94,3.02,0.45,6.78,0,0,ENSG00000141161,UNC45B,17,Bmet_Bpri
49.42,1.33,0.68,1.96,0.04965,0.20696,ENSG00000141469,SLC14A1,18,Bmet_Bpri
375.03,1.16,0.29,4.01,6e-05,0.00142,ENSG00000141750,STAC2,17,Bmet_Bpri
2659.49,1.69,0.27,6.21,0,0,ENSG00000141753,IGFBP4,17,Bmet_Bpri
4165.75,1.03,0.26,4.03,6e-05,0.00135,ENSG00000142173,COL6A2,21,Bmet_Bpri
196.44,1.62,0.4,4.09,4e-05,0.00106,ENSG00000142235,LMTK3,19,Bmet_Bpri
110.73,1.11,0.46,2.39,0.01689,0.10365,ENSG00000142279,WTIP,19,Bmet_Bpri
15.47,2.73,1.1,2.48,0.01303,0.08763,ENSG00000143171,RXRG,1,Bmet_Bpri
786.04,7.61,0.44,17.23,0,0,ENSG00000143318,CASQ1,1,Bmet_Bpri
203.42,-1.76,0.51,-3.47,0.00052,0.00815,ENSG00000143341,HMCN1,1,Bmet_Bpri
696.29,1.21,0.3,4.09,4e-05,0.00106,ENSG00000143502,SUSD4,1,Bmet_Bpri
127.38,1.35,0.47,2.86,0.00425,0.04041,ENSG00000143515,ATP8B2,1,Bmet_Bpri
77.74,-1.35,0.53,-2.55,0.01075,0.07728,ENSG00000143546,S100A8,1,Bmet_Bpri
29.99,1.59,0.81,1.97,0.04937,0.20641,ENSG00000143603,KCNN3,1,Bmet_Bpri
46.01,2.28,0.68,3.34,0.00085,0.01196,ENSG00000143627,PKLR,1,Bmet_Bpri
11337.01,5.89,0.31,19.24,0,0,ENSG00000143632,ACTA1,1,Bmet_Bpri
3484.59,1.14,0.21,5.34,0,1e-05,ENSG00000143850,PLEKHA6,1,Bmet_Bpri
50.53,1.39,0.62,2.26,0.02392,0.13109,ENSG00000143994,ABHD1,2,Bmet_Bpri
236.61,-2.32,0.33,-7.08,0,0,ENSG00000144119,C1QL2,2,Bmet_Bpri
176.62,1.23,0.42,2.94,0.00323,0.03334,ENSG00000144642,RBMS3,3,Bmet_Bpri
53.74,1.83,0.62,2.95,0.00318,0.03289,ENSG00000144771,LRTM1,3,Bmet_Bpri
1181.92,1.74,0.33,5.26,0,1e-05,ENSG00000144810,COL8A1,3,Bmet_Bpri
15.87,3.46,1.44,2.4,0.01642,0.10177,ENSG00000144834,TAGLN3,3,Bmet_Bpri
572.97,1.47,0.29,5.06,0,2e-05,ENSG00000145198,VWA5B2,3,Bmet_Bpri
15.18,3.66,1.65,2.22,0.02662,0.14103,ENSG00000145248,SLC10A4,4,Bmet_Bpri
89.16,1.26,0.5,2.52,0.01169,0.08146,ENSG00000145358,DDIT4L,4,Bmet_Bpri
87601.72,-1.01,0.19,-5.35,0,1e-05,ENSG00000145425,RPS3A,4,Bmet_Bpri
177.75,-1.3,0.5,-2.57,0.01007,0.07358,ENSG00000145675,PIK3R1,5,Bmet_Bpri
111.11,1.05,0.43,2.44,0.01457,0.09409,ENSG00000145861,C1QTNF2,5,Bmet_Bpri
31.99,2.25,1.05,2.15,0.03149,0.15568,ENSG00000145920,CPLX2,5,Bmet_Bpri
91.17,1.01,0.47,2.13,0.03287,0.16013,ENSG00000146054,TRIM7,5,Bmet_Bpri
80.45,1.65,0.57,2.9,0.00371,0.03689,ENSG00000146215,CRIP3,6,Bmet_Bpri
94.45,1.25,0.53,2.35,0.01867,0.11102,ENSG00000146216,TTBK1,6,Bmet_Bpri
15.04,3.84,1.25,3.06,0.00219,0.02512,ENSG00000146926,ASB10,7,Bmet_Bpri
275.38,1.04,0.34,3.05,0.0023,0.02603,ENSG00000147100,SLC16A2,X,Bmet_Bpri
94.42,-1.8,0.63,-2.84,0.00452,0.04228,ENSG00000147144,CCDC120,X,Bmet_Bpri
170.29,5.23,0.56,9.31,0,0,ENSG00000147166,ITGB1BP2,X,Bmet_Bpri
46.61,-1.87,0.65,-2.9,0.00379,0.03732,ENSG00000147255,IGSF1,X,Bmet_Bpri
110.25,1.71,0.59,2.88,0.00402,0.03903,ENSG00000147408,CSGALNACT1,8,Bmet_Bpri
10.91,2.8,1.3,2.16,0.03096,,ENSG00000147573,TRIM55,8,Bmet_Bpri
